6262,30923
6262,29782
6675,29782
6675,28650
7119,28650
7119,27415
7379,27415
7379,26415
8095,26415
8095,25406
8781,25406
8781,24145
9061,24145
9061,23300
10005,23300
10005,22154
10494,22154
10494,21597
11796,21597
11796,20131
11881,20131
11881,19735
13328,19735
13328,18722
13998,18722
13998,17795
14776,17795
14776,16811
15496,16811
15496,15841
16243,15841
16243,14681
16822,14681
16822,14162
18004,14162
18004,13340
18903,13340
18903,12715
19963,12715
19963,11815
20802,11815
20802,11108
21793,11108
21793,10828
23078,10828
23078,10062
24016,10062
24016,9070
24823,9070
24823,8392
25837,8392
25837,7547
26764,7547
26764,7731
28238,7731
28238,6379
28922,6379
28922,5921
30062,5921
30062,5661
31282,5661
31282,5137
32386,5137
32386,5118
33678,5118
33678,4277
34673,4277
34673,4403
35989,4403
35989,4090
37156,4090
37156,3656
38292,3656
38292,3559
39512,3559
39512,2594
40549,2594
40549,2472
41771,2472
41771,2323
42984,2323
42984,2689
44258,2689
44258,2443
45448,2443
45448,2139
46639,2139
46639,1555
47830,1555
47830,1845
49064,1845
49064,1634
50286,1634
50286,2188
51494,2188
51494,2386
52697,2386
52697,2595
53892,2595
53892,2621
55101,2621
55101,2661
56313,2661
56313,2728
57528,2728
57528,2364
58828,2364
58828,2818
59987,2818
59987,2845
61236,2845
61236,3836
62244,3836
62244,3791
63518,3791
63518,4250
64651,4250
64651,4284
65928,4284
65928,5346
66839,5346
66839,5849
67939,5849
67939,5650
69343,5650
69343,6127
70473,6127
70473,7026
71396,7026
71396,7311
72621,7311
72621,7898
73695,7898
73695,8360
74844,8360
74844,9323
75689,9323
75689,9834
76813,9834
76813,10909
77552,10909
77552,11764
78426,11764
78426,12198
79619,12198
79619,12720
80766,12720
80766,13911
81353,13911
81353,14300
82639,14300
82639,15444
83238,15444
83238,15925
84480,15925
84480,17167
84951,17167
84951,18280
85528,18280
85528,19271
86225,19271
86225,20163
87036,20163
87036,20724
88286,20724
88286,21775
88917,21775
88917,22924
89395,22924
89395,24077
89844,24077
89844,24888
90823,24888
90823,25962
91392,25962
91392,27042
91944,27042
91944,28174
92391,28174
92391,28956
93550,28956
93550,30107
93978,30107
93978,31501
93820,31501
93820,32387
94861,32387
94861,33531
95288,33531
95288,34727
95560,34727
95560,35758
96349,35758
96349,37174
95847,37174
95847,38217
96640,38217
96640,39523
96391,39523
96391,40646
96922,40646
96922,41796
97381,41796
97381,43019
97440,43019
97440,44222
97609,44222
97609,45404
98016,45404
98016,46605
98352,46605
98352,47838
98266,47838
98266,49062
98278,49062
98278,50283
